纸制品,1,2.9
蔬菜,0.228,9.6
蔬菜,0.34,9
无糖食品,1,20
进口食品,1,12
卫生巾,1,6.7
果汁饮料,20,3.5
蔬菜,0.372,5.8
蔬菜,1.168,2.56
冷藏肉制品,1,16.5
蔬菜,1.327,2.56
糕点,0.21,23.8
冷冻馄饨,1,7.3
水果,1.206,17.6
蔬菜,1.732,2.56
卫生巾,1,6.3
糖果,1,1
常温肉制品,1,16.3
液体调料,1,6.7
即食熟制品,0.638,59
酱菜类,1,6.7
常温肉制品,1,16.3
蛋类,1.868,6.78
蔬菜,0.538,5.6
蔬菜,0.318,7.96
洗衣用品,1,4.9
卤制熟食,0.142,90
果冻,1,2.3
膨化点心,1,5.9
膨化点心,1,6
液体调料,1,7.3
炒货,0.354,13.8
蔬菜,0.408,6.56
糖果,0.062,87.8
南北干货,0.544,6.8
调味料,1,3.9
猪肉,0.6,29.8
水果,2,3.98
蔬菜,0.338,9.6
常温乳品,1,66
猪肉,0.222,27.8
水果,0.98,5.96
口香糖,1,10.9
卫生巾,1,7.7
煮食面/粉,1,5.3
蛋类,1,14.9
水果,1.098,27.8
酱菜类,1,7.3
其它加工,0.204,2
蜜饯,1,11.9
液体调料,1,2.7
蔬菜,0.17,9
加工豆类,2,1.5
罐头,1,16.3
膨化点心,1,5.5
水果,1.56,10
即食熟制品,1,10.9
巧克力,0.058,117
糖果,1,3.5
罐头,1,3.7
蔬菜,0.296,3.56
口香糖,1,5.2
季节性电器,1,38
炒货,1,16.9
膨化点心,1,7.9
蛋类,0.352,19.6
冷藏乳品,1,12.9
糕点,1,9.3
蔬菜,0.668,2.58
蔬菜,0.258,3.96
饼干,1,3.7
炒货,0.202,11.8
常温乳品,16,2.7
卫生巾,1,14.7
冲调食品,1,22.7
纸制品,1,24.9
蔬菜,0.196,6
膨化点心,1,2.9
蔬菜,0.468,5
蔬菜,0.367,5.56
蔬菜,2,4.98
蔬菜,1.035,2.58
卫生巾,1,9.5
卫生巾,1,4.7
蔬菜,0.373,2.58
蔬菜,0.396,2.58
蔬菜,1.09,56
调味料,1,1.9
净水,1,1.9
蔬菜,0.467,2.58
卤制熟食,0.388,90
加工豆类,1,1.5
果冻,1,7.9
果冻,1,2.5
鸡产品,0.486,19.6
厨房清洁,1,4.5
常温肉制品,1,16.3
水果,0.964,5.96
液体调料,1,6.9
加工豆类,0.349,2.96
加工豆类,1,1.5
水果,0.786,4
炒货,0.48,39.8
水果,0.9,17.8
洗护发用品,1,14.9
蔬菜,0.284,9
饼干,1,3.5
加工豆类,2,1.5
猪肉,0.174,29.8
五谷杂粮,2.556,5.58
外送面包糕点,0.36,17.8
糕点,1,9.9
冲调食品,1,3.8
蔬菜,0.104,7.8
现制中式面点,2,1
调味酱,1,13.3
五谷杂粮,4.59,4.2
冷冻点心,1,13.9
小型健身器材,1,6.7
凉拌熟食,0.394,35.6
糕点,0.336,25.8
巧克力,1,8.5
糕点,0.154,33.8
糕点,0.222,33.8
酱菜类,1,2.3
炒货,1,5.3
水果,0.432,15.9
炒货,0.314,23.8
炒货,0.128,64
蔬菜,0.08,9
洗浴用品,1,36.5
煮食面/粉,1,2.9
盐/糖,3,2.8
蛋类,0.828,6.78
糕点,1,1.3
糕点,0.968,17.8
五谷杂粮,2.26,6.58
煮食面/粉,1,4.9
冷冻包子馒头,1,19.3
蜜饯,1,9.5
猪肉,0.384,29.8
蛋类,0.896,6.78
饼干,1,7
冷藏肉制品,1,16.5
调味料,1,3.7
液体调料,1,1
猪肉,0.89,41.8
冷藏乳品,1,5
盐/糖,4,2.3
盐/糖,1,2.8
蔬菜,0.218,5.56
加工豆类,1,1.5
蔬菜,0.612,1.6
蔬菜,1,5.5
啤酒,1,6
水果,1.646,11.98
加工豆类,0.373,12
调味酱,1,6.7
膨化点心,1,2.9
蔬菜,0.941,1.96
蔬菜,1,4.98
水果,2.46,11.98
饼干,1,3.7
蔬菜,1.749,3.96
口腔卫生用品,1,3.9
蔬菜,0.334,5.98
水果,0.94,14.99
蔬菜,0.478,5.8
饼干,0.162,19.8
冲调食品,1,22.7
食用油,1,74.9
冷藏乳品,1,11.3
蔬菜,0.106,3.56
煮食面/粉,1,5.9
冷藏肉制品,2,17.9
常温乳品,12,3.5
蔬菜,1,30
炒货,0.272,11.8
蔬菜,0.576,5.8
冷藏乳品,1,8.9
炒货,1,4.3
膨化点心,1,4.3
乳饮料,1,10.7
即食熟制品,1,10.9
糖果,1,3
口香糖,1,5.2
卤制熟食,0.434,90
口香糖,1,3.4
饼干,1,5.7
纸制品,1,14.5
纸制品,4,1.5
膨化点心,1,3.3
蔬菜,0.302,1.76
蔬菜,0.158,9.6
口香糖,1,10.9
调味料,6,1.3
蔬菜,0.374,3.8
五谷杂粮,1,21.9
盐/糖,1,5.9
液体调料,1,3.7
即食熟制品,1,4
炒货,1,3.2
加工豆类,0.446,12
调味料,1,6.7
糖果,0.214,49.8
饼干,1,4.5
饼干,0.274,19.6
茶叶,1,14.3
常温乳品,16,2.8
炒货,1,4.5
水果,2.022,11.98
蔬菜,2.42,2.56
饼干,1,4.3
水果,0.598,30
水果,0.658,11.98
蔬菜,0.374,9
蔬菜,1.569,3.96
蛋类,0.948,6.78
凉拌熟食,0.404,20
饼干,1,6.9
现制中式面点,2,1
罐头,1,3.8
水果,0.734,9.96
洗护发用品,1,22.9
酱菜类,1,1.7
酱菜类,1,0.5
无糖食品,0.224,18
常温肉制品,1,13.3
酱菜类,1,4.3
调味料,1,8.5
糕点,0.164,51.6
蔬菜,0.636,5
洗衣用品,1,7.9
笔类,1,2.3
蔬菜,0.587,6.56
调味料,1,6.9
口腔卫生用品,1,6.7
蔬菜,0.232,16.8
洗衣用品,1,17.9
糕点,1,6.5
蔬菜,0.299,5.56
五谷杂粮,7.12,4.2
调味料,1,8.5
蔬菜,0.78,2.58
纸制品,1,15.9
加工豆类,1,2
盐/糖,4,2.3
即食熟制品,1,4.9
纸制品,1,15.9
蔬菜,1.54,1.8
炒货,1,2.9
蔬菜,0.488,2.58
冲调食品,1,11.7
膨化点心,1,3.6
水果,0.308,15.9
酱菜类,1,0.5
炒货,0.292,11.8
常温肉制品,1,13.9
常温肉制品,1,16.3
加工豆类,0.266,9.96
常温乳品,1,66
洗衣用品,1,9.9
冷冻汤圆,1,10.3
咖啡,1,40.3
常温肉制品,1,16.3
炒货,0.38,35.8
纸制品,1,10.9
蔬菜,0.348,3.96
饼干,0.342,19.6
美术用品,1,2.3
即食熟制品,1,9.5
水果,0.55,17.6
酱菜类,1,0.5
饼干,1,5.9
蜜饯,1,17.9
净水,1,3.5
调味酱,1,13.3
蔬菜,0.396,5.56
加工豆类,2,1.5
糕点,1,14.3
凉拌熟食,0.001,20
煮食面/粉,1,5.9
炒货,1,4.3
即食熟制品,1,2.5
蔬菜,0.259,15.6
蔬菜,0.268,5
饼干,1,3.9
五谷杂粮,1.006,9.9
运动机能饮料,1,4
乳饮料,1,5
糖果,1,4.9
酱菜类,1,8.2
蔬菜,0.51,5
果汁饮料,1,3.8
蔬菜,0.368,5.56
蔬菜,0.82,3.96
蔬菜,0.3,5.98
蜜饯,0.426,35.8
饼干,1,16.9
其它加工,0.14,2
猪肉,0.406,27.8
其它加工,0.298,2
酱菜类,1,1
蔬菜,0.282,6.56
加工豆类,0.731,2.96
加工豆类,0.319,2.96
酱菜类,1,5.9
水果,1.162,14.99
常温肉制品,2,16.3
水果,1.472,11.98
糕点,1,9.9
水果,0.358,15.9
蜜饯,0.538,35.8
加工豆类,0.534,12
蔬菜,0.432,5.8
酱菜类,1,0.5
蜜饯,0.348,35.8
饼干,2,5.9
冷藏乳品,1,12.9
饼干,1,4.5
蔬菜,0.522,5.6
饼干,1,3.9
纸制品,1,10.9
蜜饯,0.464,33.8
无糖食品,0.304,24
炒货,1,9.5
糕点,1,3.9
水果,2.534,5.96
冷冻汤圆,1,14.3
蔬菜,0.288,5.6
蔬菜,0.496,1.98
蔬菜,0.153,3.96
冲饮品,1,3.2
乳饮料,1,4.9
蔬菜,0.328,3.96
五谷杂粮,0.881,5.58
鸡产品,0.646,35.8
口香糖,1,9
口香糖,1,3.4
猪肉,0.222,27.8
蔬菜,0.573,2.56
蔬菜,4,2
葡萄/果酒,1,15
蔬菜,0.894,2.56
水果,0.538,17.6
果汁饮料,1,4.9
炒货,0.188,35.8
即食熟制品,1,10.9
蔬菜,0.762,1.98
蔬菜,-2.42,2.56
冷冻火锅类,0.362,32.6
液体调料,1,5.5
饼干,1,4.2
蜜饯,0.168,25.8
冷藏乳品,1,9.9
桶杯装速食面,1,3
蔬菜,0.442,5
五谷杂粮,4.382,4.2
盐/糖,1,2.3
其它加工,0.236,2
即食熟制品,0.296,60
调味酱,1,5.9
即食熟制品,1,2.7
葡萄/果酒,1,12.7
蔬菜,1,5.5
调味酱,1,14.3
果汁饮料,1,2.9
室内清洁剂,1,12.9
口腔卫生用品,1,19.9
糖果,1,1.9
保养用品,1,27.9
猪肉,0.396,29.8
南北干货,0.398,6.8
蔬菜,0.818,1.96
盐/糖,1,2.3
蔬菜,0.058,9
碳酸饮料,1,2.8
糕点,1,7.9
果汁饮料,1,3.8
蔬菜,0.353,5.8
笔类,1,7.9
蔬菜,0.268,9
煮食面/粉,1,5.3
五谷杂粮,4.708,5.58
即食熟制品,1,4.5
水果,1.494,2
即食熟制品,1,6.9
即食熟制品,1,6.9
蔬菜,4,2
蔬菜,0.278,12
水果,1.27,9.98
卫生巾,1,7.7
咖啡,1,11.3
口香糖,1,5.2
糕点,0.13,25
炒货,1,4.3
加工豆类,0.886,2.96
炒货,1,3.2
膨化点心,1,4
卫生巾,1,8.7
调味料,5,1.3
盐/糖,1,7.9
糕点,1,9.9
五谷杂粮,1,35.9
糕点,1,18.9
常温肉制品,1,13.3
冷藏肉制品,1,3.9
蔬菜,0.554,1.98
蔬菜,0.616,9.96
乳饮料,1,4.5
蔬菜,0.818,2.56
蔬菜,0.358,9.6
加工豆类,1,2
五谷杂粮,1.694,5.58
蔬菜,1.87,3.96
加工豆类,0.336,5
果冻,1,4
蜜饯,1,4.9
冷藏料理,1,13.9
茶叶,2,7.7
蔬菜,0.37,3.56
冲饮品,1,3.2
饼干,1,4.3
水果,1.12,17.6
水果,0.624,17.6
糖果,1,2
打扫用品,1,8
蔬菜,0.294,7.8
饼干,1,5.3
加工豆类,0.416,7.76
饼干,1,5.3
巧克力,1,3.3
冲饮品,1,15.5
水果,1.075,3.98
水果,0.43,10
蔬菜,0.424,3.56
口香糖,1,10.9
饼干,1,4.3
果汁饮料,1,2
冷冻包子馒头,1,14.3
